epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
54,36812.5,1.15761,0.60559,1.02036,0.81339,0.73223,0.7922,0.45685,1.23841,0.60815,1.05137,0.0008251,0.0008251,0.0008251
55,37491.5,1.16088,0.60802,1.01925,0.85996,0.71446,0.81509,0.45743,1.24272,0.61492,1.0526,0.0008218,0.0008218,0.0008218
56,38169.8,1.14906,0.59354,1.01676,0.84905,0.70381,0.81271,0.46861,1.23741,0.6002,1.05156,0.0008185,0.0008185,0.0008185
57,38847.9,1.14619,0.595,1.01715,0.84047,0.74238,0.8081,0.45189,1.23299,0.60071,1.05057,0.0008152,0.0008152,0.0008152
58,39526.3,1.14626,0.59299,1.01577,0.87136,0.72391,0.81643,0.46585,1.23347,0.60084,1.05035,0.0008119,0.0008119,0.0008119
59,40203.8,1.13624,0.58999,1.00952,0.889,0.73577,0.83195,0.48391,1.23647,0.59209,1.05267,0.0008086,0.0008086,0.0008086
60,40886,1.12658,0.58104,1.00846,0.90066,0.72106,0.82323,0.47308,1.23071,0.59484,1.04813,0.0008053,0.0008053,0.0008053
61,41565.6,1.13441,0.58445,1.00607,0.81951,0.75787,0.81786,0.47399,1.23078,0.59249,1.04502,0.000802,0.000802,0.000802
62,42243.9,1.12124,0.58018,1.00413,0.86887,0.73843,0.82295,0.46624,1.23656,0.59736,1.04933,0.0007987,0.0007987,0.0007987
63,42922,1.12683,0.58078,1.00573,0.81183,0.76733,0.81962,0.47254,1.22256,0.59712,1.04578,0.0007954,0.0007954,0.0007954
64,43601.4,1.11911,0.57844,0.99969,0.89671,0.73327,0.82902,0.48106,1.23118,0.58563,1.04885,0.0007921,0.0007921,0.0007921
65,44275,1.12204,0.57797,1.00637,0.8647,0.746,0.82393,0.47449,1.23952,0.59162,1.05268,0.0007888,0.0007888,0.0007888
66,44953,1.1143,0.57647,1.0027,0.85566,0.75717,0.82108,0.47637,1.23883,0.5924,1.05493,0.0007855,0.0007855,0.0007855
67,45631.8,1.10473,0.56638,0.9971,0.83879,0.73407,0.81608,0.48173,1.23021,0.58884,1.04902,0.0007822,0.0007822,0.0007822
68,46309.2,1.1026,0.56699,0.99459,0.82932,0.77562,0.82917,0.47599,1.22664,0.58443,1.04807,0.0007789,0.0007789,0.0007789
69,46986.2,1.09548,0.56069,0.99036,0.85956,0.76715,0.84109,0.48064,1.22233,0.58599,1.04801,0.0007756,0.0007756,0.0007756
70,47664.6,1.08381,0.54978,0.99018,0.86787,0.75928,0.82418,0.48251,1.22673,0.58328,1.04648,0.0007723,0.0007723,0.0007723
71,48342.9,1.09187,0.55732,0.99267,0.87697,0.74929,0.83771,0.49027,1.22548,0.57872,1.04768,0.000769,0.000769,0.000769
72,49025.4,1.08348,0.55128,0.9879,0.89055,0.74618,0.81714,0.47751,1.2274,0.57973,1.05089,0.0007657,0.0007657,0.0007657
73,49702.2,1.08687,0.55258,0.98701,0.88926,0.7559,0.83032,0.48497,1.22635,0.578,1.04914,0.0007624,0.0007624,0.0007624
74,50379.3,1.07549,0.54639,0.98291,0.89829,0.73069,0.83502,0.48259,1.22662,0.57722,1.05075,0.0007591,0.0007591,0.0007591
75,51056.7,1.08384,0.54898,0.98879,0.89386,0.75276,0.84114,0.48828,1.22712,0.57333,1.04967,0.0007558,0.0007558,0.0007558
76,51730,1.07525,0.54716,0.98039,0.86823,0.76204,0.83515,0.49267,1.22689,0.57026,1.05033,0.0007525,0.0007525,0.0007525
77,52411.4,1.07281,0.54039,0.98064,0.89564,0.74241,0.83416,0.49575,1.22292,0.56843,1.04886,0.0007492,0.0007492,0.0007492
78,53091.2,1.06626,0.53979,0.98487,0.86181,0.77726,0.84567,0.4957,1.22364,0.57244,1.05004,0.0007459,0.0007459,0.0007459
79,53773.8,1.06618,0.54442,0.98209,0.89462,0.76364,0.84931,0.49219,1.22386,0.56703,1.05201,0.0007426,0.0007426,0.0007426
80,54450.8,1.04652,0.53074,0.97678,0.86208,0.76862,0.84618,0.49192,1.22367,0.56744,1.04865,0.0007393,0.0007393,0.0007393
81,55129.4,1.052,0.53291,0.97551,0.86565,0.74123,0.83696,0.49114,1.22323,0.57288,1.04744,0.000736,0.000736,0.000736
82,55810.5,1.05137,0.53269,0.97604,0.89945,0.75089,0.84287,0.48941,1.2201,0.57106,1.0482,0.0007327,0.0007327,0.0007327
83,56488.3,1.04625,0.53176,0.97623,0.89503,0.75934,0.84287,0.49389,1.22465,0.57172,1.0514,0.0007294,0.0007294,0.0007294
84,57167,1.04288,0.52413,0.97028,0.88923,0.77678,0.84354,0.49015,1.22271,0.56673,1.05221,0.0007261,0.0007261,0.0007261
85,57844.7,1.03688,0.52621,0.97265,0.86248,0.76293,0.85335,0.49514,1.21888,0.56565,1.04872,0.0007228,0.0007228,0.0007228
86,58526.6,1.03499,0.52165,0.9695,0.84053,0.80083,0.85897,0.49684,1.22299,0.56574,1.04991,0.0007195,0.0007195,0.0007195
87,59207.7,1.03885,0.52429,0.9703,0.86068,0.78323,0.8521,0.49374,1.22369,0.56413,1.04812,0.0007162,0.0007162,0.0007162
88,59885.9,1.02289,0.5178,0.96599,0.87539,0.76363,0.84433,0.49178,1.22287,0.5646,1.04932,0.0007129,0.0007129,0.0007129
89,60564.4,1.01858,0.51496,0.96576,0.87561,0.76392,0.84733,0.48909,1.22542,0.56529,1.05135,0.0007096,0.0007096,0.0007096
90,61238.1,1.0237,0.51649,0.96585,0.8899,0.74952,0.84444,0.49424,1.22565,0.56585,1.05238,0.0007063,0.0007063,0.0007063
91,61917.3,1.01624,0.51222,0.9649,0.88536,0.73598,0.85402,0.49534,1.22237,0.56432,1.04999,0.000703,0.000703,0.000703
92,62594.5,1.01332,0.5051,0.96114,0.87717,0.78693,0.85777,0.50043,1.22699,0.56301,1.05291,0.0006997,0.0006997,0.0006997
93,63274.4,1.00723,0.50408,0.962,0.85106,0.7804,0.84239,0.50232,1.22427,0.56197,1.0529,0.0006964,0.0006964,0.0006964
94,63956.1,1.00271,0.5042,0.95879,0.88547,0.78576,0.85634,0.50506,1.22533,0.56138,1.05487,0.0006931,0.0006931,0.0006931
95,64633.3,1.01096,0.50732,0.96229,0.85626,0.78565,0.84773,0.50311,1.22847,0.56291,1.05566,0.0006898,0.0006898,0.0006898
96,65310.2,0.99615,0.49921,0.95452,0.88202,0.81156,0.85708,0.5017,1.22168,0.56098,1.05146,0.0006865,0.0006865,0.0006865
